Movie Name,Cast
Dharma Yogi,"Dhanush, Trisha Krishnan, Anupama Parameswaran, Saranya Ponvannan, S. A. Chandrasekhar, Vijayakumar, Sachu, Kaali Venkat, Namo Narayana, G. Marimuthu, Karunas, Swaminathan, Badava Gopi, Anil Murali, Singamuthu, Baba Bhaskar"
Dhochey,"Naga Chaitanya Akkineni, Kriti Sanon, Krishna Murali Posani, Bramhanandham, Ravi Babu, Pooja Ramachandran, Rao Ramesh, Praveen, Satyam Rajesh, Satya, Prabhas Sreenu, Nyra Banerjee"
Dictator,"Nandamuri Balakrishna, Anjali, Sonal Chauhan, Vikramjeet Virk, Rati Agnihotri, Kulbhushan Kharbanda, Aksha Pardasany, Nassar, Suman, Nawab Shah, Kabir Duhan Singh, Sayaji Shinde, Chalapati Rao, Vennela Kishore, Rajeev Kanakala, Raghu Babu, Prudhviraj, Posani Krishna Murali, Ajay"
Dil,"Nithiin, Neha, Prakash Raj, Chandra Mohan, Nutan Prasad, M. S. Narayana, Sunil, Bramhanandham, Sudha, Kishore Das, Suman Shetty, Dharmavarapu Subramanyam"
Disco Raja,"Ravi Teja, Bobby Simha, Payal Rajput, Nabha Natesh, Tanya Hope, Sunil, Vennela Kishore, Ajay, Naresh, Satyam Rajesh, Shishir Sharma, Jeeva, Sathya, Rajsekhar Aningi"
Don Nagarjuna,"Nagarjuna Akkineni, Anushka Shetty, Raghava Lawrence, Nikita Thukral, Kelly Dorji, Chetan Hansraj, Chalapati Rao, Kota Srinivas Rao, Nassar, Supreet, Salim Baig, Jeeva, Amit Tiwari, Madhusudhan Rao, Vizag Prasad, Bharath Reddy"
Don Seenu,"Ravi Teja, Shriya Saran, Anjana Sukhani, Srihari, Sayaji Shinde, Krishna Bhagavan, Naresh, Raghu Babu, Bramhanandham, Mahesh Manjrekhar, Fish Venkat, Banerjee, Satyam Rajesh"
Dongodu,"Ravi Teja, Kalyani, Rekha Vedavyas, Tanikella Bharani, Bramhanandham, Sunil, Ali, Dharmavarapu Subramanyam, Uttej, M. S. Narayana, Paruchuri Venkateswara Rao, Jeeva, Venkateswara Rao Paruchuri, Chandramohan"
Dorasani,"Anand Devarakonda, Shivathmika Rajashekar, Kishore, Saranya Pradeep, Vinay Verma"
Evadi Gola Vadidhey,"Aryan Rajesh, Deepika, Chalapati Rao, Bramhanandham, Dharmavarapu Subramanyam, Ali, Babu Mohan, Kovai Sarala, Abhinaya Sri"
Evadithey Nakenti,"Rajasekhar, Samvrutha Sunil, Mumaith Khan, Raghuvaran, Annapoorna, Babu Mohan, Giri Babu, Raghu Babu, Krishna Bhagavan, Bhanuchander, Devaraj, Gundu Hanumantha Rao, Jhansi, Kalabhavan Mani, Prabhu, Kota Srinivas Rao, Aaryamann Sapru"
Extra Ordinary Man,"Nithiin, Sreeleela, Rajasekhar, Sampath Raj, Sudeev Nair, Rohini, Brahmaji, Ajay, Harsha Vardhan, Srikanth Iyengar, Pavitra Lokesh, Hari Teja, Hyper Aadi, Rao Ramesh, Annapurna, Ravi Varma"
Family Circus,"Jagapathi Babu, Rajendra Prasad, Roja, Kanchi Kaul"
Gam Gam Ganesha,"Anand Devarakonda, Pragathi Srivasthava, Nayan Sarika, Emmanuel, Vennela Kishore, Satyam Rajesh, Raj Arjun, Yavar, Jeevan Kumar, Rupa Lakshmi, Rajnish Sharma"
Gambler,"Ajith Kumar, Trisha Krishnan, Arjun Sajja, Andrea Jeremiah, Raai Laxmi, Vaibhav Reddy, Premgi Amaren, Mahat Raghavendra, Ashwin Kakumanu, Anjali, Jayaprakash, Aravind Akash, Panchu Subbu"
Ganesh,"Ram Pothineni, Kajal Aggarwal, Poonam Kaur, Ashish Vidyarthi, Bramhanandham, Rashmi Gautam, Sudha, Rohini Hattangadi, Kasi Viswanath, Surekha Vani, Fish Venkat, Sapthagiri, Ravi Prakash, Rajitha, Ananth"
Ganesh Venkatesh,"Venkatesh Daggubati, Rambha, Madhoo, Kota Srinivas Rao, Chandramohan, Bramhanandham, Babu Mohan, Ali, Jayaprakash Reddy, Jeeva, Raghunatha Reddy, Subbaraya Sarma, Narsing Yadav, Bandla Ganesh, Prudhviraj"
Gang Leader Chiranjeevi,"Chiranjeevi, Vijayashanti, Rao Gopal Rao, Anandaraj, Murali Mohan, Sarath Kumar, Kaikala Satyanarayana, Allu Ramalingaiah, Nirmalamma"
Gang Leader Nani,"Nani, Karthikeya Gummakonda, Lakshmi, Saranya Ponvannan, Priyanka Arulmohan, Shriya Reddy, Praanya P. Rao, Vennela Kishore, Satya, Priyadarshi Pulikonda, Getup Srinu, Chammak Chandra, Praveen, Anjali"
Ganga,"Raghava Lawrence, Taapsee Pannu, Nithya Menen, Sriman, Jayaprakash, Kovai Sarala, Rajendran, Manobala, Mayilsamy"
Gautami Putra Shatakarini,"Nandamuri Balakrishna, Shriya Saran, Hema Malini"
Gemini,"Vikram, Kiran Rathod, Kalabhavan Mani, Murali, Vinuchakravarthy, Ramesh Khanna, Manorama, Thennavan, Charlie, Dhamu, Vaiyapuri, Madhan Bob"
Gentle Man Old,"Arjun Sajja, Madhoo, Subhasri, M. N. Nambiar, Goundamani, Senthil, Charanraj, Prabhu Deva, Gouthami"
Ghajini,"Suriya, Asin, Nayanthara, Pradeep Rawat, Riyaz Khan, Manobala, Sathyan, Raman, Ashish Vidyarthi, K. Vishwanath"
Godse,"Satyadev, Aishwarya Lekshmi, Nassar, Brahmaji, Tanikella Bharani, Prudhvi Raj, Priyadarshi, Noel Sean, Chaitanya Krishna, Nagendra Babu, Ravi Prakash"
Golmaal Govindam,"Rajendra Prasad, Anusha, Giri Babu, Sudhakar, Gollapudi Maruthi Rao, Dubbing Janaki, K Vishwanath"
Goutham Ssc,"Navdeep, Sindhu Tolani, Madhu Sharma, Nassar, Bhanupriya, Ravali, Venu Madhav, A. V. S., Sunil, Krishna Bhagavan, M. S. Narayana, Pruthvi, Sana, Deepa"
Gundamma Katha,"N. T. Rama Rao, Akkineni Nageswara Rao, Savitri, Jamuna, S. V. Ranga Rao, Suryakantham, Ramana Reddy, Haranath, L. Vijayalakshmi, Chaya Devi, Rajanala Kaleswara Rao"
Hello,"Akhil Akkineni, Kalyani Priyadarshan, Jagapathi Babu, Ramya Krishna, Ajay, Vennela Kishore, Sathya Krishnan, Posani Krishna Murali, Nivedhika Thomas"
I,"Vikram, Amy Jackson, Suresh Gopi, Upen Patel, Santhanam, Ramkumar Ganesan, Ojas Rajani, Kamaraj"
Iddharammayilatho,"Allu Arjun, Amala Paul, Catherine Tresa, Shahwar Ali, Bramhanandham, Nassar, Tanikella Bharani, Pragathi, Tulasi, Rao Ramesh, Subbaraju, Srinivas Reddy, Ali"
Indrudu,"Vishal Krishna, Lakshmi Menon, Iniya, Saranya Ponvannan, Jayaprakash, Jagan, Sunder Ramu, Pyramid Natarajan"
Ishq Teja Sajja,"Teja Sajja, Priya Prakash Varrier, Ravindra Vijay, Leona Lishoy"
Ismart Shankar,"Ram Pothineni, Satyadev, Nabha Natesh, Nidhi Agarwal, Sayaji Shinde, Ashish Vidyarthi, Raj Deepak Shetty, Tulasi, Getup Srinu, Tanikella Bharani, Rao Ramesh, Bramhanandham"
Jackpot,"Jyothika, Revathi, Yogi Babu, Anandaraj, Rajendran, Mansoor Ali Khan, Jagan"
James bond,"Allari Naresh, Sakshi Chaudhary, Ashish Vidyarthi, Raghu Babu, Krishna Bhagavan, Banerjee"
Japan,"Karthi, Anu Emmanuel, Sunil, Vijay Milton, Jithan Ramesh, K. S. Ravikumar, Bava Chelladurai"
Journey,"Sharwanand, Jai, Anjali, Ananya, Ashish Vidyarthi, Praveen, Nassar"
Kanulu Kanulu Dhochayante,"Dulquer Salman, Ritu Varma, Rakshan, Niranjani Ahathian, Gautham Vasudev Menon, Anish Kuruvilla"
Kathi Kantharao,"Allari Naresh, Kamna Jethmalani, Krishna Bhagavan, Ali, Venu Madhav, Dharmavarapu Subramanyam, M. S. Narayana, Kota Srinivas Rao, Chalapati Rao, Jeeva, L. B. Sriram, Raghu Babu, Duvvasi Mohan"
Kashmora,"Karthi, Nayanthara, Sri Divya, Vivek"
Khaidhi Chiranjeevi,"Chiranjeevi, Bhanupriya, Mohan Babu, Kaikala Satyanarayana, Kota Srinivas Rao, Nutan Prasad, Nirmalamma, Allu Ramalingaiah, Silk Smitha"
Khaidhi Karthi,"Karthi, Narain, Arjun Das, George Maryan, Harish Uthaman, Dheena, Hareesh Peradi, Ramana"
Kingdom,"Vijay Deverakonda, Bhagyashri Borse, Satyadev, Ayyappa P. Sharma, Manish Chaudhari, Baburaj, Venkitesh V. P., Goparaju Raman, Jabardast Mahesh, Rajkumar Kasireddy"
Ko Ko Kokila,"Nayanthara, Yogi Babu, Saranya Ponvannan, R. S. Shivaji, Charles Vinoth, Hareesh Peradi"
Komaram Puli,"Pawan Kalyan, Nikeesha Patel, Manoj Bajpayee, Saranya Ponvannan, Nassar, Charan Raj, Girish Karnad, Sayaji Shinde, Brahmaji"
Gharana Mogudu,"Chiranjeevi, Nagma, Vani Viswanath, Rao Gopal Rao, Kaikala Satyanarayana, Bramhanandham, Sharat Saxena, Ramaprabha"
Gharshana,"Venkatesh, Asin, Salim Baig, Ravi Prakash, Tanikella Bharani, Lakshmipati, Venu Madhav, Mallikarjuna Rao"
Ghatikudu,"Suriya, Nayanthara, Vadivelu, B. Saroja Devi, Rahul Dev, Murali, Sathyan, Ramya, Anand Babu"
Ghatokthachudu,"Ali, Satyanarayana, Roja, Baby Nikita, Sarath Babu, Tinnu Anand, Kota Srinivas Rao, Bramhanandham, AVS, Nagarjuna, Rajasekhar, Srikanth"
Godavari,"Sumanth, Kamalinee Mukherjee, Neetu Chandra, Tanikella Bharani, Kamal Kamaraju"
Godfather,"Chiranjeevi, Salman Khan, Nayanthara, Satyadev, Sunil, Brahmaji, Murali Sharma, Samuthirakani, Tanya Ravichandran, Puri Jagannadh"
Gokulamlo Seetha,"Pawan Kalyan, Raasi, Harish Kumar, Kota Srinivas Rao, Srihari, Bramhanandham, Sudhakar, Mallikarjuna Rao, Ali"
Golimaar,"Gopichand, Priyamani, Roja Selvamani, Kelly Dorji, Nassar, Ali, M. S. Narayana, Raghu Babu, Jeeva, Prudhvi Raj, Satyam Rajesh"
Gopala Gopala,"Venkatesh, Pawan Kalyan, Shriya Saran, Mithun Chakraborty, Ashish Vidyarthi, Posani Krishna Murali"
Govindudu Andarivadele,"Ram Charan, Kajal Aggarwal, Srikanth, Kamalinee Mukherjee, Prakash Raj, Jayasudha, Rahman, Adarsh Balakrishna"
Gunde Jaari Gallanthayyindhe,"Nithiin, Nithya Menen, Isha Talwar, Madhunandan, Ali, Thagubothu Ramesh, Sandhya Janak, M. S. Narayana, Raghu Babu, Ahuti Prasad, Pragathi, Arun Kumar, Duvvasi Mohan"
Guntur Talkies,"Siddu Jonnalagadda, Rashmi Gautam, Shraddha Das, Naresh, Gundu Sudarshan, Mahesh Manjrekhar, Raja Ravindra, Raghu Babu, Pavala Shyamala, Thagubothu Ramesh, Jogi Naidu, Karate Kalyani, Jayavani, Apoorva, Snigdha, Lakshmi Manchu, Chaitanya Krishna"
Guru,"Venkatesh Daggubati, Ritika Singh, Mumtaz Sorcar, Nassar, Tanikella Bharani, Zakir Hussain, Raghu Babu"
Happy Days,"Varun Sandesh, Tamanna Bhatia, Rahul Haridas, Nikhil Siddharth, Vamsee Krishna, Sonia Deepti, Gayatri Rao, Monali Chowdary, Krishnudu, Adarsh Balakrishna"
Heart Attack,"Nithiin, Adah Sharma, Vikramjeet Virk, Ajay, Brahmaji, M. S. Narayana, Ali, Ahuti Prasad, Nassar"
Hello Brother,"Nagarjuna Akkineni, Ramya Krishna, Soundarya, Bramhanandham, Ali, Kota Srinivas Rao, Srihari, A. V. S., Mallikarjuna Rao"
HIT,"Vishwak Sen, Ruhani Sharma, Bhanu Chander, Murali Sharma, Bramhaji, Hari Teja, Naveena Reddy, Srinath Maganti, Chaitanya Sagiraju"
Hrudaya Kaleyam,"Sampoornesh Babu, Guru Charan, Mahesh Kathi, Kavya Kumar, Ishika Singh, Aripirala Satyaprasad"
Husharu,"Tejus Kancherla, Tej Kurapati, Dinesh Tej, Abhinav Medishetti, Rahul Ramakrishna, Daksha Nagarkar, Priya Vadlamani, Hemal Ingle, Ramya Pasupuleti"
Hyper,"Ram Pothineni, Raashi Khanna, Satya Raj, Rao Ramesh, Tulasi, Naresh, Prabhas Sreenu, Murali Sharma, Fish Venkat, Jayaprakash Reddy, G. V. Sudhakar Naidu, Mamila Shailaja Priya, Posani Krishna Murali"
Idiot,"Ravi Teja, Rakshita, Prakash Raj, Kota Srinivas Rao, Ali, Sunil, L. B. Sriram, Jeeva, Giri Babu, M. S. Narayana, Bramhanandham, A. V. S., Dharmavarapu Subramanyam"
Indra,"Chiranjeevi, Aarthi Agarwal, Sonali Bendre, Mukesh Rishi, Sivaji, Prakash Raj"
Ism,"Nandamuri Kalyan Ram, Aditi Arya, Jagapathi Babu, Posani Krishna Murali, Jaya Praksah Reddy, Tanikella Bharani, Easwari Rao, Ajay Ghosh, Vennela Kishore"
Jaffa,"Bramhanandham, Ali, Fish Venkat, Thagubothu Ramesh, Dhanaraj, Sravan"
Jagadam,"Ram Pothineni, Isha Sahani, Pradeep Rawat, Prakash Raj, Raghu Babu, A. S. Ravi Kumar Chowdary, Satya Prakash, Saranya, Dhanraj, Chitram Sreenu, Tanikella Bharani, Narsing Yadav, Telangana Shakuntala, Duvvasi Mohan, Venu Madhav, Prudhvi Raj, Madhu Shalini"
Jai Chiranjeeva,"Chiranjeevi, Sameera Reddy, Bhumika Chawla, Arbaaz Khan, Bramhanandham, Jaya Praksah Reddy, Rahul Dev, Sunil, Venu Madhav, Dharmavarapu Subramanyam, Sudha, Vizag Prasad, Tanikella Bharani, M. S. Narayana, AVS, Uttej"
Jai Lava Kusa,"N. T. Rama Rao Jr., Raashii Khanna, Nivetha Thomas, Tamannaah, Ronit Roy, Pradeep Rawat, Posani Krishna Murali, Brahmaji, Praveen, Hamsa Nandini, Nassar, Abhimanyu Singh"
Jalsa,"Pawan Kalyan, Ileana D'Cruz, Parvati Melton, Kamalinee Mukherjee, Mukesh Rishi, Prakash Raj, Bramhanandham, Ali, Sunil, Tanikella Bharani, Sivaji, Kamal Kamaraju, Abhimanyu Singh, Dharmavarapu Subramanyam"
Jambalakadi Pamba,"Naresh, Amani, Kota Srinivas Rao, Ali, Bramhanandham, Srilakshmi, Mallikarjuna Rao, Babu Mohan, Jayalalitha, Dubbing Janaki"
Janatha Garage,"N. T. Rama Rao Jr., Mohanlal, Samantha Ruth Prabhu, Nithya Menen, Unni Mukundan, Ajay, Sai Kumar, Devayani, Rahman, Vennela Kishore, Brahmaji, Prakash Raj, Murali Sharma"
Jayam,"Nithiin, Gopichand, Sadha, Venu Madhav, L. B. Sriram, Bramhanandham, Ali, Ahuti Prasad, Chandra Mohan, M. S. Narayana, Raasi, Suman Shetty"
Jayam Manadera,"Venkatesh, Soundarya, Bhanupriya, Jaya Praksah Reddy, Atul Kulkarni, Bramhanandham, Ali, Tanikella Bharani, M. S. Narayana, A. V. S., L. B. Sriram, Ahuti Prasad"
Jeans,"Prashanth, Aishwarya Rai, Lakshmi, Nassar, Raju Sundaram, S. V. Sekhar, Senthil, Radhika, Geetha"
Johnny,"Pawan Kalyan, Renu Desai, Raghuvaran, Brahmaji, Mallikarjuna Rao, Geetha, Ali, M. S. Narayana"
Josh,"Naga Chaitanya Akkineni, Karthika Nair, J. D. Chakravarthy, Sunil, Prakash Raj, Bramhanandham, Hema, Sithara, Harshavardhan, Devadas Kanakala, Mounica, Shreya Dhanwanthary, Siddu Jonnalagadda"
Julayi,"Allu Arjun, Ileana D'Cruz, Sonu Sood, Rajendra Prasad, Kota Srinivas Rao, Rao Ramesh, Tanikella Bharani, Sheetal Menon, Bramhanandham, M. S. Narayana, Brahmaji, Dharmavarapu Subramanyam, Tulasi, Hema, Pragathi, Sreemukhi"
Jyothi Lakshmi,"Charmy Kaur, Satyadev, Bramhanandham, Aziz Naser, Ajay Ghosh, Mouryani, Uttej, Apoorva Srinivasan, Saptagiri, Sampoornesh Babu, Satyam Rajesh, Krishnudu, Dhanraj, Kadambari Kiran, Sandeep Madhav, Angela Krislinzki"
Kabali,"Rajinikanth, Radhika Apte, Winston Chao, Dhansika, Kishore, Dinesh Ravi, Kalaiyarasan, John Vijay, Rosyam Nor, Nassar, Mime Gopi"
Kondapalli Raja,"Venkatesh, Nagma, Suman, Kota Srinivas Rao, Ali, Sudhakar, Narsing Yadav, Srikanth, Sujatha, Vinod"
Krishna Babu,"Nandamuri Balakrishna, Meena, Abbas, Raasi"
Krrish,"Hrithik Roshan, Priyanka Chopra, Naseeruddin Shah, Rekha, Sharat Saxena, Manini Mishra, Hemant Pandey"
Krishna,"Ravi Teja, Trisha, Mukul Dev, Bramhanandham, Prakash Raj, M. S. Narayana, Chandra Mohan, Kota Srinivas Rao, Sayaji Shinde, Sunil, Venu Madhav"
Leo Vijay,"Vijay, Trisha Krishnan, Sanjay Dutt, Arjun Sajja, Gautham Vasudev Menon, Mysskin, Priya Anand, Mansoor Ali Khan, Madonna Sebastian, Babu Antony"
Linga,"Rajinikanth, Sonakshi Sinha, Anushka Shetty, Santhanam, Jagapathi Babu, Dev Gill, Racha Ravi, Vijayakumar"
Lion,"Nandamuri Balakrishna, Trisha Krishnan, Radhika Apte, Prakash Raj, Chandra Mohan, Jayasudha, Ali, M. S. Narayana, Prabhu, Posani Krishna Murali"
Love Failure,"Siddharth Narayan, Amala Paul, Suresh, Surekha Vani, Balaji, Aravind Krishna"
Mallanna,"Vikram, Shriya Saran, Vadivelu, Santhanam, Ashish Vidyarthi, Krishna, Prabhu, Indrajith Sukumaran, Y. G. Mahendran, Suman, Irrfan Khan, Mumaith Khan, Mukesh Tiwari"
Manyam Puli,"Mohanlal, Kamalinee Mukherjee, Jagapathi Babu, Lal, Vinu Mohan, Bala, Suraj Venjaramoodu, Makarand Deshpande, Sidhique, Namitha"
Meeku Matrame Cheptha,"Tharun Bhaskar, Abhinav Gomatam, Anasuya Bhardwaj, Vani Bhojan, Avantika Mishra"
Mishan Impossible,"Taapsee Pannu, Harsh Roshan, Bhanu Prakash, Jayateertha Molugu, Suhas, Sandeep Raj, Madhusudhan Rao, Harsha Vardhan, Satyam Rajesh, Kishore Kumar Polimera, Viva Harsha, Hareesh Peradi, Saranya Pradeep, Ravindra Vijay, Rishab Shetty"
Miss Shetty Mr Polishetty,"Anushka Shetty, Naveen Polishetty, Murali Sharma, Jaya Sudha, Abhinav Gomatam, Sonia Deepti, Harsha Vardhan, Tulasi"
Mister,"Varun Tej, Lavanya Tripathi, Hebah Patel, Nassar, Nikitin Dheer, Harish Uthaman, Ravi Prakash, Satyam Rajesh, Anand, Easwari Rao, Chandramohan, Tanikella Bharani, Tejaswi Madivada, Raghu Babu, Srinivas Reddy, Murali Sharma, Nagineedu, Shafi, Master Bharath, Prince Cecil, Banerjee, Surekha Vani, Fish Venkat, Priyadarshi, Sathya Krishnan"
Mogudu,"Gopichand, Taapsee Pannu, Rajendra Prasad, Roja, Venu Madhav, Ali"
Money Money,"J. D. Chakravarthy, Chinna, Jayasudha, Renuka Shahane, Surabhi, Paresh Rawal, Bramhanandham, Kota Srinivas Rao, Subhalekha Sudhakar, Uttej"
Mosagallu,"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty, Ruhi Singh, Navdeep, Naveen Chandra, Nassar, Brahmaji, Ravi Varma, Chammak Chandra"
100% Love,"Naga Chaitanya, Tamanna Bhatia, Tara Alisha Berry, K. R. Vijaya, Vijayakumar, Naresh, Vijay, Nandu, Surya, Dharmavarapu Subramanyam, M. S. Narayana, Chitram Sreenu, Delna Davis"
Aagadu,"Mahesh Babu, Tamanna Bhatia, Sonu Sood, Rajendra Prasad, Bramhanandham, Nassar, Ashish Vidyarthi, M. S. Narayana, Vennela Kishore, Rao Ramesh, Srinivas Reddy, Bharath Reddy, Pragathi"
Adhinayakudu,"Nandamuri Balakrishna, Raai Laxmi, Jayasudha, Sukanya, Saloni, Pradeep Rawat, Aditya Menon, Kota Srinivas Rao, Murali Sharma, Rahman, Bramhanandham, Charanraj, Venu Madhav, Kasi Viswanath, M. S. Narayana, Amit Tiwari, John Kokken"
Adbutham,"Teja Sajja, Shivani Rajsekhar, Sivaji Raja, Tulasi, Satya Akkala, Mirchi Kiran, Devi Prasad"
Aditya 369,"Nandamuri Balakrishna, Mohini, Amrish Puri, Tinnu Anand, Suthi Velu, Chandra Mohan, J. V. Somayajulu, Bramhanandham, Subhalekha Sudhakar, Gollapudi Maruthi Rao, Chalapati Rao, Tanikella Bharani, Babu Mohan, Annapoorna, Srilakshmi"
Aha Na Pellanta,"Rajendra Prasad, Rajani, Kota Srinivas Rao, Nutan Prasad, Bramhanandham, Babu Mohan, Srinivasa Rao, Suthi Velu"
Aha Na Pellanta New,"Raj Tarun, Shivani Rajashekar, Harshavardhan, Amani, Posani Krishna Murali, Getup Srinu, Madhunandan, Thagubothu Ramesh, Bhadram, Raghu"
Akkada ammayi ikkada abbayi,"Pawan Kalyan, Supriya, Nassar, Chandra Mohan, Sarath Babu, Ahuti Prasad, Allu Ramalingaiah, Kota Srinivas Rao, Bramhanandham, Babu Mohan, Mallikarjuna Rao, AVS, Raja Ravindra, Sudha, Kovai Sarala, Kalpana Rai, Ooha, Rambha, Sunil"
Ala Modalindhi,"Nani, Nithya Menen, Sneha Ullal, Ashish Vidyarthi, Chandra Mohan, Rohini, Ali, Thagubothu Ramesh, Harshavardhan, C. V. L. Narasimha Rao, Srinivas Reddy, Jayaprakash Reddy"
Allari police,"Allari Naresh, Asha Saini, Krishna Bhagavan, Chalapati Rao, Kota Srinivas Rao, Dharmavarapu Subramanyam, Jeeva, Jayaprakash Reddy, L. B. Sriram, Venu Madhav"
Allari Ramudu,"N. T. Rama Rao Jr., Aarthi Agarwal, Gajala, Nagma, K Vishwanath, L. B. Sriram, Bramhanandham, M. S. Narayana, Jayaprakash Reddy, Telangana Shakuntala, Lakshmipati"
Anand,"Raja, Kamalinee Mukherjee, Anish Kuruvilla, Sathya Krishnan, Anuj Gurwara, Gopichand Lagadapati, Gururaj Manepalli, Shankar Melkote"
Andhrudu,"Gopichand, Gowri Pandit, Pawan Malhotra, K Vishwanath, Sayaji Shinde, Dharmavarapu Subramanyam, Sunil, Ravi Babu, Lakshmipati, Duvvasi Mohan, Vinaya Prasad, Gundu Sudarshan, Madhu Sharma"
Annamayya,"Nagarjuna Akkineni, Mohan Babu, Suman, Ramya Krishna, Roja, Bhanupriya, Kasthuri, M. Balayya, Subha, Kota Srinivas Rao, Bramhanandham, Babu Mohan, Tanikella Bharani, Mallikarjuna Rao, AVS, Gundu Hanumantha Rao, Chitti Babu, Ananth Babu, Suthi Velu, Jenny, Jayaram, Siva Parvathi"
Annayya,"Chiranjeevi, Soundarya, Ravi Teja, Venkat, Chandni, Sishwa, Priya, Kota Srinivas Rao, Bramhanandham, M. S. Narayana, A. V. S., Dharmavarapu Subramanyam, Prakash Raj, Rambha"
Gaddalakonda Ganesh,"Varun Tej, Atharvaa, Pooja Hegde, Mirnalini Ravi, Brahmaji, Subbaraju, Tanikella Bharani, Raghu Babu, Prabhas Sreenu, Satya, Nithiin, Sukumar, Brahamanandam, Rao Ramesh, Gundu Sudarshan, Annapoorna, Fish Venkat, Chammak Chandra, Kadambari Kiran, Naga Mahesh, Pradeep, Prabhakar, Ananth Babu"
Dongata,"Lakshmi Manchu, Adivi Sesh, Bramhanandham, Madhunandan, Prabhakar"
Ekkadiki Pothavu Chinnavada,"Nikhil Siddharth, Hebah Patel, Nandita Swetha, Avika Gor, Satya, Vennela Kishore, Tanikella Bharani, Praveen, Viva Harsha, Annapoorna, Jeeva, Chitram Basha, Thagubothu Ramesh, Prudhviraj, Shakalaka Shankar, Chammak Chandra, Sathya Krishnan, Fish Venkat, Raja Ravindra, Sudharshan, Ravi Joshi"
Geetha Govindam,"Vijay Deverakonda, Rashmika Mandanna, Subbaraju, Vennela Kishore, Rahul Ramakrishna, Naga Babu, Annapoorna, Giri Babu, Abhay Bethiganti, Kalyani Natarajan, Sivannarayana, Anish Kuruvilla, Ravi Prakash, Sandhya Janak, Mirchi Kiran, Nagendra Babu"
Fida,"Varun Tej, Sai Pallavi, Raja Chembolu, Sharanya Pradeep, Sai Chand, Satyam Rajesh"
Maa Alludu Very Good,"Rajendra Prasad, Allari Naresh, Ramya Krishna, Mounika, Bramhanandham, Kovai Sarala, M. S. Narayana, Mallikarjuna Rao, Krishna Bhagavan, Raghu Babu, Brahmaji, Chalapati Rao, L. B. Sriram, Kondavalasa Lakshmana Rao, Lakshmipathi"
Mr Yerrababu,"Sivaji, Roma Asrani, Nagendra Babu, Sunil, Satyanarayana, Venu Madhav, Krishna Bhagavan, Raghu Babu, Srinivas Reddy, Ahuti Prasad, Chakravarthy Ramachandra, Asha Saini"
Na peru Siva,"Karthi, Kajal Aggarwal, Jayaprakash, Ravi Prakash, Soori"
Neninthey,"Ravi Teja, Siya Gautham, Supreet, Subbaraju, Bramhanandham, Sayaji Shinde"
Preminchukundham Raa,"Venkatesh, Anjala Zhaveri, Bramhanandham, Jaya Praksah Reddy, Srihari, Ahuti Prasad, Paruchuri Venkateswara Rao, Chandra Mohan, M. S. Narayana"
Premnagar,"Akkineni Nageshwara Rao, Vanisri, Shanta Kumari, S. V. Ranga Rao, Gummadi, Satyanarayana"
Priyamina Neeku,"Tarun, Sneha, Preetha Vijayakumar"
Pushpaka Vimanam,"Kamal Hasan, Amala Akkineni, Tinnu Anand, Narayana P.L., Farida Jalal, Sameer Khakkar, Ramya Krishna, Loknath, Prathap Pothen, K. S. Ramesh, Mandeep Roy"
Race Gurram,"Allu Arjun, Shruti Hassan, Shaam, Ravi Kishan, Mukesh Rishi, Saloni Aswani, Prakash Raj, Bramhanandham, Ali, M. S. Narayana, Posani Krishna Murali, Jaya Praksah Reddy, Tanikella Bharani, Kota Srinivas Rao, Sayaji Shinde"
Racha,"Ram Charan, Tamanna Bhatia, Ajmal Ameer, Mukesh Rishi, Dev Gill, Kota Srinivas Rao, Nassar, Bramhanandham, Parthiban, Krishna Bhagavan, Ali, Lisa Haydon"
Radha Gopalam,"Srikanth, Sneha, Bramhanandham, Jayalalitha, Sunil Sharma, Sunil, Ranganath, Rallapalli, Dharmavarapu Subramanyam, Venu Madhav, Kondavalasa Lakshmana Rao, Raavi Kondala Rao, M. S. Narayana, AVS, L. B. Sriram"
Raghuvaran Btech,"Dhanush, Amala Paul, Saranya Ponvannan, Samuthirakani, Vivek, Hrishikesh, Surbhi, Amitash Pradhan, Cell Murugan, Vignesh Shivan, Meera Krishnan, D. R. K. Kiran, M. J. Shriram, Sanjay Kumar Asrani, Sridhar"
Raja,"Venkatesh, Soundarya, Abbas"
Raja Raja Chora,"Sree Vishnu, Megha Akash, Sunaina, Ravi Babu"
Raja Rani,"Arya, Nayanthara, Jai, Nazriya Nazim, Satya Raj, Santhanam, Sathyan, Manobala, Motta Rajendran, Misha Ghoshal, Dhanya Balakrishna"
Raju Bhai,"Manoj Manchu, Sheela Kaur, Kadhal Dandapani, Tanikella Bharani, Bramhanandham"
Raju Gari Gadhi 2,"Nagarjuna Akkineni, Samantha Ruth Prabhu, Sheerat Kapoor, Ashwin Babu, Abhinaya, Vennela Kishore, Praveen, Rao Ramesh, Vidyullekha Raman, Shakalaka Shankar, Naresh, Avinash, Devan, Nandu, Tejaswi Madivada, Narayana Rao, Annapurna, Sathya Krishnan, Mukhtar Khan, Ravi Varma, Shatru, Geetha Singh, Baby Lasya"
